"","created_at","id","id_str","full_text","truncated","display_text_range","entities","metadata","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","geo","coordinates","place","contributors","is_quote_status","retweet_count","favorite_count","favorited","retweeted","possibly_sensitive","lang","quoted_status_id","quoted_status_id_str","quoted_status","text","favorited_by","scopes","display_text_width","retweeted_status","quoted_status_permalink","query","withheld_scope","withheld_copyright","withheld_in_countries","possibly_sensitive_appealable"
"1",2022-04-28 21:05:00,1519845169029394432,"1519845169029394434","🚨Video🚨 Keep an eye on the minivan 👀Just Another Day In #NYC: Bronx man, 23, is FREED 'despite being filmed punching helpless driver, 53, while wearing knuckle dusters and shattering man's eye socket' after his friends smashed their #Lexus into victim's car then stole it! 🚗 https://t.co/DL7Jn4L81I",FALSE,274,
